direction,candidate,ridge,mean_mse,se_mse,fold_mse,eligible_rows,maximum_causality_margin_raw
sheet1_to_sheet2,STATE:2,1.0,18512.977968689076,8865.649002115784,"[1101.6806945494925, 5990.50314549346, 29283.68824107127, 37676.039793642085]",1029,0
sheet1_to_sheet2,STATE:2,100.0,18517.645185377663,8868.130881220211,"[1103.1087137513114, 5990.738029188101, 29287.745781109552, 37688.98821746169]",1029,0
sheet1_to_sheet2,STATE:2,10000.0,18745.278615986048,8976.002820055935,"[1220.6824137354065, 6016.388808522307, 29397.05213182201, 38346.99110986446]",1029,0
sheet1_to_sheet2,STATE:4,1e-08,18881.674848098002,9120.214560630817,"[1049.1119890345578, 5784.740702243755, 30454.580024354585, 38238.26667675911]",1029,0
sheet1_to_sheet2,STATE:4,1e-06,18881.674833575475,9120.214551024581,"[1049.1119885605112, 5784.740708830315, 30454.579989766477, 38238.2666471446]",1029,0
sheet1_to_sheet2,STATE:4,0.0001,18881.6733813151,9120.213590397865,"[1049.1119411555892, 5784.741367488224, 30454.576530916325, 38238.263685700265]",1029,0
sheet1_to_sheet2,STATE:4,0.01,18881.528225875125,9120.117573058158,"[1049.1072026674237, 5784.807210854654, 30454.23079576168, 38237.967694216735]",1029,0
sheet1_to_sheet2,STATE:4,1.0,18867.685518079998,9110.948324501545,"[1048.6526652131674, 5791.174633389796, 30421.09143639676, 38209.82333732027]",1029,0
sheet1_to_sheet2,STATE:4,100.0,18624.09508497784,8945.856912058967,"[1043.4828473927885, 5936.054324773459, 29747.169375323952, 37769.673792421156]",1029,0
sheet1_to_sheet2,STATE:4,10000.0,18737.751732137513,8989.561996907662,"[1194.9903011613808, 6008.036973189557, 29305.55601714477, 38442.423637054344]",1029,0
sheet2_to_sheet1,A0,0.0,6476.1416045630185,3904.1180244083757,"[15971.492259230525, 9775.54479310705, 128.97510153238176, 28.554264382118056]",1071,0
sheet2_to_sheet1,AR:2,1e-08,9827.227016843019,5125.940449463001,"[3714.460196978376, 9807.280398179933, 24276.285146055838, 1510.8823261579253]",1071,0
sheet2_to_sheet1,AR:2,1e-06,9827.22701969,5125.940451946816,"[3714.460199544879, 9807.280388717107, 24276.285160127212, 1510.8823303708025]",1071,0
sheet2_to_sheet1,AR:2,0.0001,9827.227304387048,5125.94070032843,"[3714.4604561920714, 9807.279442444957, 24276.286567259565, 1510.8827516516026]",1071,0
sheet2_to_sheet1,AR:2,0.01,9827.25576354136,5125.96553914967,"[3714.486091846409, 9807.18492166748, 24276.427230430407, 1510.9248102211448]",1071,0
sheet2_to_sheet1,AR:2,1.0,9829.972791081684,5128.398650065455,"[3716.8182762653933, 9798.606080660744, 24289.86836517674, 1514.5984422238507]",1071,0
sheet2_to_sheet1,AR:2,100.0,9888.996529081773,5188.603293902426,"[3819.1305368493136, 9516.341473806493, 24628.15759981617, 1592.3565058551105]",1071,0
sheet2_to_sheet1,AR:2,10000.0,7456.042315708104,3116.2688543016197,"[8755.304885392245, 3359.687001096399, 15715.8387516476, 1993.338624696174]",1071,0
sheet2_to_sheet1,AR:5,1e-08,10618.22991882345,5456.765471416026,"[3626.387689398719, 11348.675320692564, 25755.04176614247, 1742.814899060045]",1071,0
sheet2_to_sheet1,AR:5,1e-06,10618.229922932624,5456.76547532676,"[3626.38768996191, 11348.675318934978, 25755.041783541285, 1742.8148992923232]",1071,0
sheet2_to_sheet1,AR:5,0.0001,10618.230333840625,5456.7658663971415,"[3626.387746280718, 11348.675143151275, 25755.043523410794, 1742.8149225197178]",1071,0
sheet2_to_sheet1,AR:5,0.01,10618.271334983663,5456.804946122302,"[3626.3933735704304, 11348.657314835013, 25755.217403554758, 1742.8172479744553]",1071,0
sheet2_to_sheet1,AR:5,1.0,10621.693835799977,5460.4551738163955,"[3626.9195842177614, 11345.242691968235, 25771.554839272834, 1743.0582277410786]",1071,0
sheet2_to_sheet1,AR:5,100.0,10684.885617846598,5566.5716377524595,"[3658.281703674762, 11051.338593751041, 26265.560704311378, 1764.3614696492086]",1071,0
sheet2_to_sheet1,AR:5,10000.0,8970.596723789433,4473.276231374427,"[6538.04671195121, 4804.454839433015, 22146.100775497118, 2393.7845682763837]",1071,0
sheet2_to_sheet1,AR:10,1e-08,11837.922467636847,6339.657673423693,"[3647.0041017100107, 11795.72767095002, 29762.268747915285, 2146.689349972076]",1071,0
sheet2_to_sheet1,AR:10,1e-06,11837.92247318357,6339.657676090347,"[3647.004100384737, 11795.727677680296, 29762.268760767958, 2146.689353901286]",1071,0
sheet2_to_sheet1,AR:10,0.0001,11837.923027846366,6339.657942754424,"[3647.0039678598428, 11795.728350683657, 29762.270046026784, 2146.6897468151824]",1071,0
sheet2_to_sheet1,AR:10,0.01,11837.978414580992,6339.684603585509,"[3646.990736586272, 11795.795436727469, 29762.398518573875, 2146.728966436359]",1071,0
sheet2_to_sheet1,AR:10,1.0,11842.892247524904,6342.256275997679,"[3645.835457939286, 11801.0118053358, 29774.620611684662, 2150.101115139864]",1071,0
sheet2_to_sheet1,AR:10,100.0,11961.494594458483,6419.377437913232,"[3633.983538973159, 11864.518692624773, 30131.854803767725, 2215.621342468283]",1071,0
sheet2_to_sheet1,AR:10,10000.0,11037.51531496362,5663.49387756028,"[5231.434117198397, 7112.028770916946, 27912.258882168873, 3894.3394895702654]",1071,0
sheet2_to_sheet1,AR:20,1e-08,15748.127845384111,9487.512061596797,"[4331.493044791472, 13182.487088261445, 43299.91425064316, 2178.6169978403673]",1071,0
sheet2_to_sheet1,AR:20,1e-06,15748.12784482085,9487.512059429268,"[4331.493042515992, 13182.487087752877, 43299.91424415379, 2178.6170048607423]",1071,0
sheet2_to_sheet1,AR:20,0.0001,15748.127788495343,9487.511842681884,"[4331.492814971524, 13182.48703688751, 43299.91359523534, 2178.617706886996]",1071,0
sheet2_to_sheet1,AR:20,0.01,15748.122162667085,9487.490225811198,"[4331.470096608026, 13182.481874650774, 43299.848890798115, 2178.6877886114244]",1071,0
sheet2_to_sheet1,AR:20,1.0,15747.61889794988,9485.74526375024,"[4329.480639059513, 13181.508431265604, 43294.717696009444, 2184.7688254649597]",1071,0
sheet2_to_sheet1,AR:20,100.0,15738.77807976418,9458.436786368216,"[4291.588994195742, 13127.997701486174, 43223.52914337374, 2311.9964800010707]",1071,0
sheet2_to_sheet1,AR:20,10000.0,14842.25140639816,7989.924902296068,"[5047.40140102201, 9988.00545418962, 38587.30490043512, 5746.293869945891]",1071,0
sheet2_to_sheet1,AR:40,1e-08,36778.57064510305,17239.59836877079,"[118.36450901965519, 23009.394115318228, 81503.80744349641, 42482.71651257789]",1071,0
sheet2_to_sheet1,AR:40,1e-06,36778.570583520916,17239.59836561481,"[118.36450616238427, 23009.394113012368, 81503.80745852034, 42482.716256388565]",1071,0
sheet2_to_sheet1,AR:40,0.0001,36778.56442541439,17239.598050034238,"[118.36422043904413, 23009.39388241772, 81503.80896093805, 42482.690637862754]",1071,0
sheet2_to_sheet1,AR:40,0.01,36777.94973871767,17239.56666795571,"[118.33568488449485, 23009.370777856224, 81503.95943064977, 42480.13306148018]",1071,0
sheet2_to_sheet1,AR:40,1.0,36724.890501208894,17237.57682240137,"[115.77531037133163, 23006.811583947474, 81519.87083388785, 42257.1042766289]",1071,0
sheet2_to_sheet1,AR:40,100.0,35562.11363922279,17259.578445246276,"[46.311924931654005, 22861.84262060281, 81914.84248549685, 37425.45752585985]",1071,0
sheet2_to_sheet1,AR:40,10000.0,27993.803897355025,14783.555929256934,"[2798.0058649792863, 16658.908881960273, 70673.16750352428, 21845.133338956268]",1071,0
sheet2_to_sheet1,STATE:2,1e-08,24164.99639079547,14686.267043081618,"[3727.7739902647036, 19375.05781706602, 67022.65794785549, 6534.495807995661]",1071,0
sheet2_to_sheet1,STATE:2,1e-06,24164.996229538032,14686.266914215033,"[3727.773979301676, 19375.05773141397, 67022.65740206315, 6534.495805373329]",1071,0
sheet2_to_sheet1,STATE:2,0.0001,24164.980103820788,14686.254027577923,"[3727.772883002848, 19375.049166217483, 67022.60282291975, 6534.495543143074]",1071,0
sheet2_to_sheet1,STATE:2,0.01,24163.367794242724,14684.965582198973,"[3727.66329129395, 19374.192730294446, 67017.14583261315, 6534.469322769351]",1071,0
sheet2_to_sheet1,STATE:2,1.0,24004.713741009622,14558.266975681096,"[3717.078275088015, 19289.373787473625, 66480.5294201354, 6531.873481341453]",1071,0
sheet2_to_sheet1,STATE:2,100.0,17599.64171116308,9684.47735436044,"[3870.668625054042, 14260.33130423875, 45884.35778899055, 6383.209126368981]",1071,0
sheet2_to_sheet1,STATE:2,10000.0,6895.150009503133,1753.7185670032836,"[11895.050316657922, 4536.81262635403, 6769.496179186291, 4379.240915814292]",1071,0
sheet2_to_sheet1,STATE:4,1e-08,30856.883172522666,17377.6593172143,"[920.3742084075297, 23139.823741026994, 80981.85692222329, 18385.477818432846]",1071,0
sheet2_to_sheet1,STATE:4,1e-06,30856.843247036297,17377.647529713184,"[920.385718113067, 23139.779701735944, 80981.79239161093, 18385.41517668524]",1071,0
sheet2_to_sheet1,STATE:4,0.0001,30852.85380216527,17376.46954169553,"[921.5362292739716, 23135.379734589147, 80975.34374308804, 18379.155501709927]",1071,0
sheet2_to_sheet1,STATE:4,0.01,30482.655159498583,17265.825878686766,"[1032.0159983478732, 22731.73639160829, 80371.6913010889, 17795.176946949272]",1071,0
sheet2_to_sheet1,STATE:4,1.0,25794.622698895204,15540.84514600847,"[2908.2794708415827, 18660.835064762818, 71406.44178377428, 10202.93447620214]",1071,0
sheet2_to_sheet1,STATE:4,100.0,18442.97933780398,10259.50501966711,"[3694.326970574615, 15379.355830735238, 48295.9809713325, 6402.253578573572]",1071,0
sheet2_to_sheet1,STATE:4,10000.0,7579.831298821947,1836.5954240100061,"[11066.51791285615, 3886.3118874215793, 10390.324896997514, 4976.170498012543]",1071,0
