direction,candidate,ridge,mean_mse,se_mse,fold_mse,eligible_rows,maximum_causality_margin_raw
sheet1_to_sheet2,AR:5,1.0,0.9087034412114641,0.44029714231928174,"[0.1235953377295778, 0.1694616028766953, 1.642205426936899, 1.6995513973026843]",1029,0
sheet1_to_sheet2,AR:5,100.0,0.8579016725408137,0.44992187203797895,"[0.04708643804948493, 0.15217620520456354, 1.8649074867262023, 1.367436560183004]",1029,0
sheet1_to_sheet2,AR:5,10000.0,0.8561198882395686,0.45109159939538507,"[0.04457047028481748, 0.15273186702516003, 1.8790303943539035, 1.348146821294394]",1029,0
sheet1_to_sheet2,AR:10,1e-08,0.9572157918042032,0.2898044928874516,"[0.2987281707672212, 0.7340280841935044, 1.6585772906543446, 1.137529621601743]",1029,0
sheet1_to_sheet2,AR:10,1e-06,0.9578826817175125,0.29018722865935814,"[0.2984590557787251, 0.734596329006739, 1.6602154145062629, 1.1382599275783227]",1029,0
sheet1_to_sheet2,AR:10,0.0001,0.9664372516123498,0.29450952490688487,"[0.296445262828617, 0.7424158104590146, 1.6800198896739396, 1.1468680434878278]",1029,0
sheet1_to_sheet2,AR:10,0.01,0.9767109186892493,0.3016737361468025,"[0.29298819792530456, 0.7382714368840034, 1.7047777945698066, 1.1708062453778825]",1029,0
sheet1_to_sheet2,AR:10,1.0,0.9192800964394203,0.35865515432768413,"[0.2110678843239128, 0.401290201575425, 1.6371150139812052, 1.427647285877138]",1029,0
sheet1_to_sheet2,AR:10,100.0,0.8569864675865527,0.4452059126047795,"[0.05216808333667701, 0.15918333341702595, 1.8479867091762112, 1.368607744416297]",1029,0
sheet1_to_sheet2,AR:10,10000.0,0.8561065614011343,0.45103941958727184,"[0.044621015616742456, 0.15280453037129713, 1.878835474656457, 1.3481652249600407]",1029,0
sheet1_to_sheet2,AR:20,1e-08,1.1679595186381861,0.46375416187238777,"[0.2836277011467962, 0.6100686360182912, 1.4160344466545962, 2.3621072907330607]",1029,0
sheet1_to_sheet2,AR:20,1e-06,1.1668606194632531,0.46268475779168716,"[0.2835274176557055, 0.6099648225708194, 1.4171954030140095, 2.3567548346124783]",1029,0
sheet1_to_sheet2,AR:20,0.0001,1.1488547388106578,0.4449158599451145,"[0.2860991355062325, 0.6076555998355976, 1.43094327292127, 2.270720946979531]",1029,0
sheet1_to_sheet2,AR:20,0.01,1.086322939530669,0.38781839595201345,"[0.30512134149776593, 0.5810717199666207, 1.4931152758334225, 1.965983420824867]",1029,0
sheet1_to_sheet2,AR:20,1.0,0.9820414201194837,0.3304698941914717,"[0.29074046127813413, 0.5693955413054846, 1.6968049867161505, 1.3712246911781656]",1029,0
sheet1_to_sheet2,AR:20,100.0,0.857721241004191,0.43575709213728697,"[0.06384271355619069, 0.18703975772273468, 1.8410850364687334, 1.3389174562691053]",1029,0
sheet1_to_sheet2,AR:20,10000.0,0.8560990608796706,0.4509324606927681,"[0.04473892445775612, 0.15309981381878754, 1.8787270769360507, 1.3478304283060878]",1029,0
sheet1_to_sheet2,AR:40,1e-08,1.3678297591865438,0.8526059658532411,"[0.3105499887147523, 0.6209866363549063, 0.623653324202999, 3.916129087473518]",1029,0
sheet1_to_sheet2,AR:40,1e-06,1.3680305836581703,0.8529635322006426,"[0.31067084103449555, 0.6200927999892526, 0.6239262817715656, 3.917432411837367]",1029,0
sheet1_to_sheet2,AR:40,0.0001,1.368472918148795,0.8558042045242632,"[0.31116783641033435, 0.6101089424290272, 0.6259327895452484, 3.926682104210569]",1029,0
sheet1_to_sheet2,AR:40,0.01,1.3141379170365841,0.8066404551415496,"[0.31803770354164435, 0.5606922381753141, 0.6530602120441448, 3.7247615143852326]",1029,0
sheet1_to_sheet2,AR:40,1.0,0.9584673055196709,0.3261910528551405,"[0.2851911928341882, 0.559721320447299, 1.2824730926854113, 1.7064836161117853]",1029,0
sheet1_to_sheet2,AR:40,100.0,0.8641398121574221,0.434570953933553,"[0.06934710553724846, 0.2020932291537078, 1.8523973733453116, 1.3327215405934205]",1029,0
sheet1_to_sheet2,AR:40,10000.0,0.856172454977226,0.4509265046128174,"[0.04480392534309466, 0.15324999910007403, 1.8788919360022507, 1.347743959463485]",1029,0
sheet1_to_sheet2,STATE:2,1e-08,0.9309364361644039,0.3154335677259809,"[0.3302385867500149, 0.5737176753548003, 1.0586578110262068, 1.7611316715265937]",1029,0
sheet1_to_sheet2,STATE:2,1e-06,0.9309344600826779,0.31543592257901903,"[0.3302325992578121, 0.5737058852926885, 1.0586679060814137, 1.7611314496987973]",1029,0
sheet1_to_sheet2,STATE:2,0.0001,0.9307374036530177,0.3156710163652587,"[0.3296352380954942, 0.5725297456203158, 1.0596758499469132, 1.7611087809493475]",1029,0
sheet1_to_sheet2,STATE:2,0.01,0.9153561017570635,0.33566505616892706,"[0.2810958187814194, 0.478245683914609, 1.1470816308391925, 1.755001273493033]",1029,0
sheet1_to_sheet2,STATE:2,1.0,0.857065989574607,0.43892066497558996,"[0.05820300567263502, 0.1618845994275414, 1.7967960820441407, 1.411380271154111]",1029,0
sheet1_to_sheet2,STATE:2,100.0,0.8560995293579317,0.4509585495696715,"[0.04468211550837468, 0.1528247163285967, 1.8782317904112253, 1.34865949518353]",1029,0
sheet1_to_sheet2,STATE:2,10000.0,0.8561021616951714,0.45110328314077247,"[0.04454625838240632, 0.1527388643474963, 1.879171494718098, 1.3479520293326848]",1029,0
sheet1_to_sheet2,STATE:4,1e-08,1.204301201654288,0.7166536343406317,"[0.33036339521025776, 0.5490855198174324, 0.5903136374025378, 3.3474422541869235]",1029,0
sheet1_to_sheet2,STATE:4,1e-06,1.1983250924733815,0.7052294663919425,"[0.33002209821481765, 0.5505706903151644, 0.6062737313443972, 3.3064338500191464]",1029,0
sheet1_to_sheet2,STATE:4,0.0001,1.0960805551731405,0.5220899923487275,"[0.3257534236730763, 0.5656940811624875, 0.8660130629975216, 2.6268616528594766]",1029,0
sheet1_to_sheet2,STATE:4,0.01,0.9257067659940619,0.3126669905942291,"[0.30364631751037474, 0.5226817125035981, 1.2165072954721232, 1.6599917384901515]",1029,0
sheet1_to_sheet2,STATE:4,1.0,0.8603180151498865,0.42713660837963124,"[0.07816112817950338, 0.17822795911858075, 1.7344316116590708, 1.450451361642391]",1029,0
sheet1_to_sheet2,STATE:4,100.0,0.8560869161278291,0.4507618226746335,"[0.0448922844165959, 0.15300932861023317, 1.8772018580571717, 1.3492441934273154]",1029,0
sheet1_to_sheet2,STATE:4,10000.0,0.8561020264226482,0.4511013037210681,"[0.04454835819853353, 0.15274071259241692, 1.879161135478404, 1.3479578994212387]",1029,0
sheet2_to_sheet1,A0,0.0,0.027995479362777038,0.007610480871046989,"[0.02604109299629958, 0.021081317916281556, 0.049809083007917046, 0.015050423530609964]",1071,0
sheet2_to_sheet1,AR:2,1e-08,0.02716623927351964,0.005980185036613524,"[0.03574663889775099, 0.022046876297307085, 0.03815049256626463, 0.012720949332755865]",1071,0
sheet2_to_sheet1,AR:2,1e-06,0.027166200925930944,0.005980170216610423,"[0.03574652819922434, 0.02204686868562721, 0.03815046663615384, 0.012720940182718377]",1071,0
sheet2_to_sheet1,AR:2,0.0001,0.027162621624667,0.005978747592567926,"[0.03573603862473081, 0.022046281527440762, 0.038148031574592824, 0.0127201347719036]",1071,0
sheet2_to_sheet1,AR:2,0.01,0.02710738900047678,0.005944188522343574,"[0.03550928772020956, 0.02207396443304305, 0.0381196071823882, 0.01272669666626631]",1071,0
sheet2_to_sheet1,AR:2,1.0,0.028988665349811794,0.006882572047429159,"[0.041407363930106834, 0.02209425996376313, 0.03948211696916382, 0.01297092053621341]",1071,0
sheet2_to_sheet1,AR:2,100.0,0.029537643060007855,0.007169726285623042,"[0.042990016287842533, 0.02209744215167358, 0.039993794030690755, 0.013069319769824561]",1071,0
sheet2_to_sheet1,AR:2,10000.0,0.029544367343199283,0.007173205908934914,"[0.04300859484297123, 0.022097486210730453, 0.04000070263939952, 0.013070685679695925]",1071,0
sheet2_to_sheet1,AR:5,1e-08,0.02915553066383554,0.007106794190894724,"[0.038013724916262794, 0.02353477645408529, 0.043201696402465024, 0.011871924882529061]",1071,0
sheet2_to_sheet1,AR:5,1e-06,0.029155371649088477,0.007106768616333848,"[0.03801354395616045, 0.02353460668983708, 0.043201490085188025, 0.01187184586516835]",1071,0
sheet2_to_sheet1,AR:5,0.0001,0.029140115047935518,0.0071040133456780315,"[0.03799542978755627, 0.02351855600967594, 0.04318141324461808, 0.011865061149891797]",1071,0
sheet2_to_sheet1,AR:5,0.01,0.028468046688778687,0.00681634594365969,"[0.03663569083723656, 0.023014764648989775, 0.04223399837065233, 0.011987732898236084]",1071,0
sheet2_to_sheet1,AR:5,1.0,0.028672286560306192,0.006766744415827669,"[0.03973254664483068, 0.022061307686520534, 0.04011390940579518, 0.01278138250407837]",1071,0
sheet2_to_sheet1,AR:5,100.0,0.02953256774252136,0.007167840736267749,"[0.04296619943096281, 0.022096455891343528, 0.04000214008781298, 0.01306547555996612]",1071,0
sheet2_to_sheet1,AR:5,10000.0,0.029544316306239545,0.0071731869820607945,"[0.043008355771365636, 0.022097476220805632, 0.040000786382111256, 0.013070646850675658]",1071,0
sheet2_to_sheet1,AR:10,1e-08,0.0320671805556714,0.008869655629223564,"[0.042714709153022175, 0.023233831095908167, 0.050537990007293594, 0.01178219196646166]",1071,0
sheet2_to_sheet1,AR:10,1e-06,0.0320670318796281,0.008869657862069266,"[0.042714519935260674, 0.023233777109061673, 0.05053785184215069, 0.011781978632039374]",1071,0
sheet2_to_sheet1,AR:10,0.0001,0.032053111669330996,0.008869650760933925,"[0.04269599452777096, 0.023229097465546744, 0.05052485547508787, 0.011762499208918418]",1071,0
sheet2_to_sheet1,AR:10,0.01,0.031335237625833366,0.00863515838957434,"[0.04068330169697361, 0.023160852452647276, 0.04998242907317303, 0.011514367280539539]",1071,0
sheet2_to_sheet1,AR:10,1.0,0.028763858702940667,0.0071577985099451754,"[0.03642399912117429, 0.02217533381273216, 0.044230368938702, 0.012225732939154218]",1071,0
sheet2_to_sheet1,AR:10,100.0,0.029539786374441615,0.007174105045605075,"[0.042915848569393726, 0.02209717890175716, 0.04009524467536384, 0.013050873351251734]",1071,0
sheet2_to_sheet1,AR:10,10000.0,0.02954439032023651,0.007173250262172292,"[0.043007849970275465, 0.022097483255202298, 0.04000172966159045, 0.013070498393877828]",1071,0
sheet2_to_sheet1,AR:20,1e-08,0.038417363273117976,0.008589793789229591,"[0.04813878566065467, 0.0473031048569428, 0.04552778378283526, 0.012699778792039169]",1071,0
sheet2_to_sheet1,AR:20,1e-06,0.03841664927234236,0.008589670958191572,"[0.048137985952148896, 0.04730164876240061, 0.045527558840852786, 0.012699403533967184]",1071,0
sheet2_to_sheet1,AR:20,0.0001,0.038349833931483744,0.008577989578033936,"[0.048062748929318645, 0.0471624594595718, 0.0455093343712604, 0.012664792965784115]",1071,0
sheet2_to_sheet1,AR:20,0.01,0.036190909574153954,0.008085229708820304,"[0.045123243415399875, 0.041288613944472696, 0.04620905091388305, 0.01214273002286021]",1071,0
sheet2_to_sheet1,AR:20,1.0,0.0323627693011718,0.009174914074879964,"[0.04478903188306942, 0.02210388607285429, 0.05062000935771516, 0.011938149891048353]",1071,0
sheet2_to_sheet1,AR:20,100.0,0.029647546726307598,0.007244965208596747,"[0.043131309229158775, 0.022082627352028705, 0.04035044637992525, 0.013025803944117658]",1071,0
sheet2_to_sheet1,AR:20,10000.0,0.029545487292534145,0.007173971695636002,"[0.04301003308093069, 0.02209733489649892, 0.04000434254823258, 0.013070238644474392]",1071,0
sheet2_to_sheet1,AR:40,1e-08,0.055629033246381736,0.025099758688325372,"[0.05929653651261706, 0.1251431900454524, 0.023311865220447838, 0.01476454120700964]",1071,0
sheet2_to_sheet1,AR:40,1e-06,0.0556252505737635,0.025098949150290355,"[0.059287679905021276, 0.12513902770752003, 0.023310891898029745, 0.014763402784482947]",1071,0
sheet2_to_sheet1,AR:40,0.0001,0.05530148032102987,0.02502603579794991,"[0.0585434853860302, 0.12476613263533408, 0.02322904414922934, 0.01466725911352584]",1071,0
sheet2_to_sheet1,AR:40,0.01,0.050132400812694565,0.02223208769630782,"[0.05223610383241794, 0.11194096376014659, 0.023836470541114776, 0.01251606511709894]",1071,0
sheet2_to_sheet1,AR:40,1.0,0.04723895223516866,0.01455416836374707,"[0.08174221934371531, 0.04746211399060983, 0.04921996340111409, 0.010531512205235447]",1071,0
sheet2_to_sheet1,AR:40,100.0,0.030184798808087162,0.007457973824796279,"[0.04461692073968297, 0.022664951927392728, 0.040489701743098794, 0.012967620822174156]",1071,0
sheet2_to_sheet1,AR:40,10000.0,0.029550997325760674,0.007176140424631643,"[0.04302529491159778, 0.022103250984024513, 0.04000580649288794, 0.01306963691453246]",1071,0
sheet2_to_sheet1,STATE:2,1e-08,0.03996357686755283,0.013382899906624416,"[0.07612208789340048, 0.030189815207251947, 0.040881168215721166, 0.012661236153837706]",1071,0
sheet2_to_sheet1,STATE:2,1e-06,0.03996186338399946,0.013381909450702988,"[0.07611718292026004, 0.030188012455149866, 0.040881050605082486, 0.01266120755550543]",1071,0
sheet2_to_sheet1,STATE:2,0.0001,0.03979304128483239,0.013284077784220773,"[0.07563266942706047, 0.030011623251774307, 0.04086943923030535, 0.012658433230189413]",1071,0
sheet2_to_sheet1,STATE:2,0.01,0.03330133032076266,0.009347195512325785,"[0.055583969679402156, 0.024602947874476165, 0.040365551951247844, 0.012652851777924459]",1071,0
sheet2_to_sheet1,STATE:2,1.0,0.02959860540745818,0.007203825562222923,"[0.04319875940461497, 0.022137732606087875, 0.040006112769466556, 0.013051816849663306]",1071,0
sheet2_to_sheet1,STATE:2,100.0,0.029544978575212117,0.007173548366715149,"[0.04301069129524895, 0.02209789251238723, 0.04000082604642739, 0.013070504446784903]",1071,0
sheet2_to_sheet1,STATE:2,10000.0,0.029544440851617663,0.007173244202437616,"[0.04300880190998256, 0.022097490716380234, 0.04000077320132735, 0.013070697578780509]",1071,0
sheet2_to_sheet1,STATE:4,1e-08,0.04741541714680763,0.013680836180194403,"[0.058002681503902746, 0.07462292084422506, 0.04694929288269008, 0.010086773356412632]",1071,0
sheet2_to_sheet1,STATE:4,1e-06,0.04718220532992896,0.013557078183094807,"[0.05802211638518528, 0.07386454488369164, 0.04675304480308817, 0.010089115247750753]",1071,0
sheet2_to_sheet1,STATE:4,0.0001,0.04179157099976486,0.010788512927485762,"[0.056439654720056485, 0.055872266141483884, 0.04432689213486794, 0.01052747100265114]",1071,0
sheet2_to_sheet1,STATE:4,0.01,0.03199324784387651,0.008270302725558329,"[0.04715003802757771, 0.024652142915611755, 0.04400099989279499, 0.012169810539521587]",1071,0
sheet2_to_sheet1,STATE:4,1.0,0.029613171767168267,0.0072173623131333185,"[0.04306998922485676, 0.022146920502651192, 0.04022504743750757, 0.013010729903657536]",1071,0
sheet2_to_sheet1,STATE:4,100.0,0.02954514571652554,0.007173702243639761,"[0.04300939623539096, 0.022097990713933893, 0.040003133661223496, 0.01307006225555381]",1071,0
sheet2_to_sheet1,STATE:4,10000.0,0.02954444252529073,0.00717324574316315,"[0.04300878895864222, 0.022097491699044416, 0.040000796289958354, 0.013070693153517934]",1071,0
