direction,candidate,ridge,mean_mse,se_mse,fold_mse,eligible_rows,maximum_causality_margin_raw
sheet2_to_sheet1,AR:10,1e-08,0.040817311729519246,0.015166544500442936,"[0.06015000746759002, 0.023719073856652347, 0.07203960661200574, 0.007360558981828866]",1071,0
sheet2_to_sheet1,AR:10,1e-06,0.04081670148100513,0.015166205464671081,"[0.0601477575464868, 0.023720164217428737, 0.07203895047311361, 0.007359933686991362]",1071,0
sheet2_to_sheet1,AR:10,0.0001,0.04080866983580443,0.015154701030033252,"[0.0600870870650269, 0.023785036268918626, 0.0720230162414002, 0.007339539767872002]",1071,0
sheet2_to_sheet1,AR:10,0.01,0.0408950368507838,0.015001774618514652,"[0.05916577987126696, 0.02484378685443334, 0.07224074557238012, 0.007329835105054776]",1071,0
sheet2_to_sheet1,AR:10,1.0,0.03915080898827213,0.014924652635846879,"[0.044463036872882465, 0.02842791693266807, 0.0773181295479683, 0.006394152599569688]",1071,0
sheet2_to_sheet1,AR:10,100.0,0.03999227632090597,0.017428006433490958,"[0.03721207496880892, 0.029687881170080293, 0.0880394627612597, 0.005029686383474951]",1071,0
sheet2_to_sheet1,AR:10,10000.0,0.04004113503866536,0.01750013662623531,"[0.0370977421058647, 0.029721289282985414, 0.08833771480897075, 0.005007793956840565]",1071,0
sheet2_to_sheet1,AR:20,1e-08,0.043570607836357134,0.014105347240455854,"[0.06927740791484022, 0.03359417145598866, 0.06312292792604242, 0.00828792404855722]",1071,0
sheet2_to_sheet1,AR:20,1e-06,0.04357029913641463,0.014105611666904794,"[0.06927971866044245, 0.03359240343711523, 0.0631211953920118, 0.00828787905608902]",1071,0
sheet2_to_sheet1,AR:20,0.0001,0.04357570569331611,0.014128294236889343,"[0.069419715212481, 0.033504260236130776, 0.06308988576026438, 0.008288961564388292]",1071,0
sheet2_to_sheet1,AR:20,0.01,0.043490527650758115,0.014280130695878766,"[0.06911815738874275, 0.03277329198643647, 0.06400201722772435, 0.008068644000128921]",1071,0
sheet2_to_sheet1,AR:20,1.0,0.04062636718306754,0.015351190043160556,"[0.0519157835106137, 0.026677838844076266, 0.07732795046112612, 0.0065838959164540665]",1071,0
sheet2_to_sheet1,AR:20,100.0,0.04001745333942,0.017428378186306194,"[0.03740774300054136, 0.029583260510910127, 0.08803775261012152, 0.005041057236106982]",1071,0
sheet2_to_sheet1,AR:20,10000.0,0.04004138510528531,0.017500136390410155,"[0.037099733062955824, 0.029720207796701193, 0.08833768874751119, 0.005007910813973013]",1071,0
sheet2_to_sheet1,AR:40,1e-08,0.03921017222791193,0.014182165106430838,"[0.07902917228011776, 0.024819908239008384, 0.03869545405919387, 0.014296154333327706]",1071,0
sheet2_to_sheet1,AR:40,1e-06,0.03919701377437866,0.014178574176212969,"[0.07900177924950247, 0.024797618748146923, 0.038698943098755614, 0.014289714001109607]",1071,0
sheet2_to_sheet1,AR:40,0.0001,0.03889698677170466,0.014121331422302232,"[0.0783730093726336, 0.024151460088778713, 0.039008885560675825, 0.014054592064730498]",1071,0
sheet2_to_sheet1,AR:40,0.01,0.038595114176311104,0.01356511398013166,"[0.07413496322088234, 0.024195359343195007, 0.04406037508958025, 0.011989759051586828]",1071,0
sheet2_to_sheet1,AR:40,1.0,0.043543122249900645,0.0163078833880614,"[0.0507395129460487, 0.03336708749875683, 0.08396612977208917, 0.0060997587827078875]",1071,0
sheet2_to_sheet1,AR:40,100.0,0.04061482171197404,0.01760346993516141,"[0.038247206907452834, 0.030244049580406742, 0.08896195033506936, 0.005006080024967232]",1071,0
sheet2_to_sheet1,AR:40,10000.0,0.04004788988136643,0.01750198203193223,"[0.03710915283825672, 0.029727321137486003, 0.0883475415207865, 0.005007544028936493]",1071,0
sheet2_to_sheet1,STATE:2,1e-08,0.03519131604014178,0.01060392200867288,"[0.05510733400558259, 0.025462314815919405, 0.05017427464119605, 0.010021340697869046]",1071,0
sheet2_to_sheet1,STATE:2,1e-06,0.03519143132649247,0.010604043122473187,"[0.05510650575845227, 0.02546249811117482, 0.050175807006705604, 0.010020914429637177]",1071,0
sheet2_to_sheet1,STATE:2,0.0001,0.03520294645404727,0.010616181505014265,"[0.05502405206014323, 0.025480730642072395, 0.050328340115068926, 0.009978662998904552]",1071,0
sheet2_to_sheet1,STATE:2,0.01,0.03614981691312365,0.011848091143871314,"[0.049321448636340144, 0.026694088153544685, 0.060888110551597936, 0.0076956203110118025]",1071,0
sheet2_to_sheet1,STATE:2,1.0,0.03985639019844474,0.01726020416065989,"[0.03745609133809887, 0.02960563111418927, 0.08731652529521607, 0.00504731304627476]",1071,0
sheet2_to_sheet1,STATE:2,100.0,0.040039719295161175,0.017498395676716696,"[0.037100244754819454, 0.029720435793065162, 0.08833023584359688, 0.00500796078916322]",1071,0
sheet2_to_sheet1,STATE:2,10000.0,0.04004162227015541,0.017500853021832945,"[0.03709661754618014, 0.029721620548418457, 0.08834067437540823, 0.005007576610614816]",1071,0
sheet2_to_sheet1,STATE:4,1e-08,0.04540703916593113,0.01312888669317132,"[0.06561447093883287, 0.04449534419389921, 0.06289842069712517, 0.008619920833867275]",1071,0
sheet2_to_sheet1,STATE:4,1e-06,0.04523125454520674,0.013062776136066184,"[0.06506973500361211, 0.04444868739229682, 0.0628316208259831, 0.008574974958934927]",1071,0
sheet2_to_sheet1,STATE:4,0.0001,0.041647677080874995,0.012043755318833466,"[0.05654045684504167, 0.04104846846098431, 0.061112143621863804, 0.007889639395610227]",1071,0
sheet2_to_sheet1,STATE:4,0.01,0.03648675328825254,0.011901117970957683,"[0.050019485309150576, 0.026389197024694663, 0.06130822730725283, 0.00823010351191209]",1071,0
sheet2_to_sheet1,STATE:4,1.0,0.039644520517069584,0.01706974612993973,"[0.03753797967251833, 0.029440324305071843, 0.0864949411843121, 0.005104836906376056]",1071,0
sheet2_to_sheet1,STATE:4,100.0,0.0400373580759543,0.01749629526990141,"[0.0371011013747478, 0.029718622787978072, 0.08832117934284697, 0.005008528798244343]",1071,0
sheet2_to_sheet1,STATE:4,10000.0,0.040041598631783984,0.017500831996763163,"[0.037096626116275316, 0.029721602401122826, 0.0883405837201363, 0.005007582289601486]",1071,0
